unit,isced11,indic_wb,sex,age,time\geo	EU 	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	IS 	NO 	CH 	RS 	TR 
RTG,TOTAL,PLCTST,M,Y_GE75,2013	6.5 	6.5 	6.4 	3.6 	5.1 	8.2 	7.2 	6.2 	7.9 	5.7 	5.9 	6.3 	: 	6.4 	5.6 	5.8 	6.4 	6.4 	6.1 	6.9 	6.8 	7.6 	5.4 	5.8 	6.3 	6.0 	4.7 	8.4 	7.3 	6.8 	8.2 	7.6 	7.9 	5.0 	6.8 
RTG,TOTAL,PLCTST,T,Y16-24,2013	5.7 	5.7 	6.0 	3.6 	5.2 	7.4 	6.1 	6.0 	6.1 	4.6 	4.9 	5.1 	: 	5.4 	4.3 	5.6 	6.3 	5.7 	5.7 	5.9 	6.6 	7.0 	5.1 	5.5 	6.5 	5.5 	4.5 	8.1 	7.1 	6.2 	7.4 	7.5 	6.9 	4.2 	6.3 
RTG,TOTAL,PLCTST,T,Y25-34,2013	5.7 	5.7 	5.9 	3.5 	5.1 	7.8 	6.1 	6.4 	6.6 	4.7 	5.1 	5.5 	: 	5.3 	4.3 	5.6 	5.9 	6.3 	5.7 	6.1 	6.5 	6.9 	5.1 	5.2 	6.5 	5.4 	4.3 	8.1 	7.1 	6.4 	7.4 	7.2 	7.3 	4.0 	6.3 
RTG,TOTAL,PLCTST,T,Y35-49,2013	5.9 	5.9 	6.2 	3.7 	4.9 	7.9 	6.3 	6.0 	6.9 	4.9 	5.4 	5.6 	: 	5.8 	4.6 	5.4 	5.9 	6.0 	5.6 	6.3 	6.6 	7.0 	5.2 	5.3 	6.4 	5.5 	4.3 	8.2 	7.1 	6.4 	7.7 	7.4 	7.4 	4.1 	6.5 
RTG,TOTAL,PLCTST,T,Y50-64,2013	5.9 	5.9 	6.0 	3.6 	4.7 	7.9 	6.2 	5.8 	6.9 	5.0 	5.6 	5.5 	: 	5.9 	4.8 	5.2 	5.7 	5.9 	5.5 	6.2 	6.6 	7.2 	5.1 	5.3 	6.3 	5.5 	4.2 	8.1 	6.9 	6.3 	7.8 	7.5 	7.4 	4.2 	6.6 
RTG,TOTAL,PLCTST,T,Y65-74,2013	6.2 	6.2 	6.1 	3.6 	4.8 	8.1 	6.7 	5.9 	7.5 	5.3 	6.0 	5.9 	: 	6.2 	5.1 	5.4 	6.1 	5.9 	5.8 	6.7 	6.6 	7.4 	5.4 	5.7 	6.3 	5.8 	4.6 	8.3 	7.0 	6.4 	8.0 	7.5 	7.5 	4.7 	6.8 
RTG,TOTAL,PLCTST,T,Y_GE16,2013	5.9 	5.9 	6.1 	3.6 	4.9 	7.9 	6.4 	6.0 	6.9 	5.0 	5.4 	5.6 	: 	5.8 	4.7 	5.4 	6.0 	6.1 	5.7 	6.3 	6.6 	7.2 	5.2 	5.4 	6.4 	5.5 	4.4 	8.2 	7.1 	6.4 	7.7 	7.5 	7.4 	4.3 	6.5 
RTG,TOTAL,PLCTST,T,Y_GE75,2013	6.4 	6.4 	6.4 	3.7 	5.3 	8.2 	7.1 	6.3 	8.0 	5.6 	5.9 	6.2 	: 	6.2 	5.6 	5.8 	6.3 	6.4 	6.1 	6.9 	6.9 	7.6 	5.7 	5.8 	6.3 	5.9 	4.7 	8.4 	7.5 	7.0 	8.4 	7.8 	8.0 	5.0 	7.0 
RTG,TOTAL,PLTTST,F,Y16-24,2013	4.0 	4.0 	4.9 	2.7 	4.6 	6.2 	5.1 	4.6 	3.5 	2.1 	2.1 	3.3 	2.8 	2.5 	2.8 	4.6 	5.4 	5.1 	4.7 	5.3 	6.2 	5.0 	3.8 	2.4 	5.1 	2.3 	4.0 	6.6 	6.1 	4.2 	4.6 	6.5 	6.7 	3.2 	4.9 
RTG,TOTAL,PLTTST,F,Y25-34,2013	3.6 	3.6 	4.5 	2.7 	4.2 	6.2 	4.8 	4.5 	3.5 	2.0 	1.7 	3.2 	2.6 	2.1 	2.5 	4.0 	4.6 	5.3 	4.5 	5.6 	5.7 	4.6 	3.5 	1.7 	5.0 	1.7 	3.5 	6.5 	5.8 	4.1 	4.3 	6.3 	6.5 	2.8 	4.8 
RTG,TOTAL,PLTTST,F,Y35-49,2013	3.4 	3.4 	4.6 	2.5 	3.8 	6.0 	4.7 	4.4 	3.1 	2.0 	1.6 	2.9 	2.7 	2.1 	2.6 	3.5 	4.4 	4.9 	4.4 	5.5 	5.7 	4.3 	3.5 	1.5 	4.9 	1.6 	3.4 	6.3 	5.7 	3.8 	4.0 	6.3 	6.5 	2.9 	4.9 
RTG,TOTAL,PLTTST,F,Y50-64,2013	3.5 	3.5 	4.4 	2.7 	3.4 	5.9 	4.6 	4.1 	3.0 	2.0 	1.8 	3.0 	3.0 	2.0 	2.7 	3.4 	4.3 	4.6 	4.4 	5.7 	5.4 	4.2 	3.4 	1.5 	4.7 	1.7 	3.3 	5.9 	5.6 	3.7 	3.6 	6.0 	6.3 	3.2 	5.0 
RTG,TOTAL,PLTTST,F,Y65-74,2013	3.5 	3.5 	4.7 	2.6 	3.4 	5.7 	5.1 	4.3 	3.0 	2.0 	2.2 	3.2 	3.0 	1.9 	3.0 	3.4 	4.5 	4.9 	4.7 	6.0 	5.3 	4.2 	3.5 	1.8 	4.7 	1.8 	3.8 	5.9 	5.4 	3.7 	3.2 	5.9 	6.2 	3.8 	5.3 
RTG,TOTAL,PLTTST,F,Y_GE16,2013	3.5 	3.5 	4.6 	2.6 	3.8 	5.9 	4.8 	4.3 	3.2 	2.0 	1.9 	3.1 	2.9 	2.1 	2.7 	3.7 	4.5 	4.9 	4.5 	5.7 	5.6 	4.4 	3.5 	1.7 	4.9 	1.7 	3.5 	6.2 	5.7 	3.9 	3.9 	6.2 	6.4 	3.2 	4.9 
RTG,TOTAL,PLTTST,F,Y_GE75,2013	3.5 	3.5 	4.7 	2.7 	3.8 	5.5 	5.3 	4.5 	3.5 	2.1 	2.4 	3.1 	3.2 	2.0 	3.7 	3.9 	4.5 	4.8 	4.8 	6.0 	5.4 	4.2 	3.8 	1.9 	4.7 	1.6 	3.7 	5.9 	5.4 	4.0 	2.8 	6.1 	6.5 	3.8 	5.5 
RTG,TOTAL,PLTTST,M,Y16-24,2013	3.9 	3.9 	4.9 	2.4 	4.2 	5.8 	5.0 	4.5 	3.4 	2.0 	2.0 	3.2 	2.8 	2.7 	2.4 	4.1 	5.0 	4.7 	4.7 	5.2 	5.7 	4.7 	3.7 	2.4 	5.1 	2.0 	3.6 	6.2 	5.5 	4.2 	4.2 	5.7 	6.7 	2.9 	4.7 
RTG,TOTAL,PLTTST,M,Y25-34,2013	3.5 	3.5 	4.5 	2.5 	3.9 	5.7 	4.8 	4.6 	3.4 	1.7 	1.8 	2.9 	2.3 	2.2 	2.1 	3.7 	4.4 	5.5 	4.4 	5.7 	5.5 	4.3 	3.4 	1.8 	5.0 	1.7 	3.3 	5.8 	5.6 	4.0 	3.2 	5.6 	6.7 	3.0 	4.7 
RTG,TOTAL,PLTTST,M,Y35-49,2013	3.4 	3.4 	4.6 	2.6 	3.8 	6.0 	4.9 	4.4 	3.4 	1.9 	1.8 	2.9 	2.7 	2.0 	2.3 	3.2 	4.3 	4.9 	4.3 	5.4 	5.6 	4.4 	3.3 	1.6 	4.8 	1.7 	3.4 	5.8 	5.7 	3.8 	3.5 	5.9 	6.7 	2.9 	4.9 
RTG,TOTAL,PLTTST,M,Y50-64,2013	3.5 	3.5 	4.3 	2.6 	3.4 	5.8 	4.9 	4.0 	3.0 	1.9 	1.9 	3.0 	2.7 	2.0 	2.4 	3.0 	4.1 	4.9 	4.1 	5.7 	5.4 	4.3 	3.3 	1.6 	4.7 	1.7 	3.3 	5.7 	5.5 	3.6 	3.2 	5.9 	6.7 	3.3 	4.9 
RTG,TOTAL,PLTTST,M,Y65-74,2013	3.7 	3.7 	4.5 	2.6 	3.4 	5.9 	5.3 	4.5 	3.5 	2.1 	2.3 	3.2 	2.9 	2.2 	3.1 	3.3 	4.4 	5.0 	4.8 	6.3 	5.3 	4.4 	3.7 	1.9 	4.6 	2.0 	3.5 	5.7 	5.6 	3.5 	3.2 	5.4 	6.7 	3.7 	5.3 
RTG,TOTAL,PLTTST,M,Y_GE16,2013	3.6 	3.6 	4.5 	2.6 	3.7 	5.9 	5.0 	4.4 	3.3 	2.0 	1.9 	3.0 	2.7 	2.1 	2.5 	3.4 	4.4 	5.0 	4.4 	5.7 	5.5 	4.4 	3.4 	1.8 	4.8 	1.8 	3.4 	5.8 	5.6 	3.8 	3.4 	5.8 	6.7 	3.2 	4.9 
RTG,TOTAL,PLTTST,M,Y_GE75,2013	3.8 	3.8 	4.5 	2.8 	3.6 	5.6 	5.7 	4.7 	3.5 	2.3 	2.3 	3.1 	3.3 	2.1 	3.7 	3.7 	4.7 	5.3 	5.0 	6.0 	5.2 	4.6 	3.6 	2.1 	4.6 	2.2 	3.8 	6.2 	5.8 	3.8 	3.3 	5.7 	6.9 	3.8 	5.3 
RTG,TOTAL,PLTTST,T,Y16-24,2013	3.9 	3.9 	4.9 	2.5 	4.4 	6.0 	5.0 	4.5 	3.5 	2.1 	2.1 	3.3 	2.8 	2.6 	2.6 	4.3 	5.2 	4.9 	4.7 	5.2 	6.0 	4.8 	3.7 	2.4 	5.1 	2.1 	3.7 	6.4 	5.8 	4.2 	4.4 	6.1 	6.7 	3.0 	4.8 
RTG,TOTAL,PLTTST,T,Y25-34,2013	3.6 	3.6 	4.5 	2.6 	4.1 	5.9 	4.8 	4.5 	3.4 	1.9 	1.8 	3.0 	2.5 	2.1 	2.3 	3.9 	4.5 	5.4 	4.5 	5.6 	5.6 	4.4 	3.5 	1.7 	5.0 	1.7 	3.4 	6.1 	5.7 	4.1 	3.8 	5.9 	6.6 	2.9 	4.8 
RTG,TOTAL,PLTTST,T,Y35-49,2013	3.4 	3.4 	4.6 	2.6 	3.8 	6.0 	4.8 	4.4 	3.2 	1.9 	1.7 	2.9 	2.7 	2.1 	2.4 	3.4 	4.4 	4.9 	4.3 	5.5 	5.7 	4.3 	3.4 	1.5 	4.9 	1.7 	3.4 	6.1 	5.7 	3.8 	3.8 	6.0 	6.6 	2.9 	4.9 
RTG,TOTAL,PLTTST,T,Y50-64,2013	3.5 	3.5 	4.3 	2.6 	3.4 	5.9 	4.7 	4.1 	3.0 	2.0 	1.8 	3.0 	2.9 	2.0 	2.5 	3.2 	4.2 	4.7 	4.3 	5.7 	5.4 	4.2 	3.3 	1.5 	4.7 	1.7 	3.3 	5.8 	5.5 	3.6 	3.4 	5.9 	6.5 	3.3 	5.0 
RTG,TOTAL,PLTTST,T,Y65-74,2013	3.6 	3.6 	4.6 	2.6 	3.4 	5.8 	5.2 	4.3 	3.3 	2.1 	2.2 	3.2 	3.0 	2.0 	3.0 	3.4 	4.4 	5.0 	4.7 	6.1 	5.3 	4.3 	3.5 	1.8 	4.7 	1.9 	3.7 	5.8 	5.5 	3.6 	3.2 	5.6 	6.5 	3.8 	5.3 
RTG,TOTAL,PLTTST,T,Y_GE16,2013	3.5 	3.5 	4.6 	2.6 	3.7 	5.9 	4.9 	4.4 	3.2 	2.0 	1.9 	3.0 	2.8 	2.1 	2.6 	3.6 	4.5 	5.0 	4.5 	5.7 	5.5 	4.4 	3.5 	1.7 	4.8 	1.8 	3.5 	6.0 	5.6 	3.8 	3.7 	5.9 	6.6 	3.2 	4.9 
RTG,TOTAL,PLTTST,T,Y_GE75,2013	3.6 	3.6 	4.6 	2.7 	3.7 	5.5 	5.5 	4.5 	3.5 	2.2 	2.3 	3.1 	3.2 	2.1 	3.7 	3.8 	4.6 	5.1 	4.9 	6.0 	5.3 	4.4 	3.8 	2.0 	4.7 	1.8 	3.7 	6.0 	5.6 	3.9 	3.0 	5.9 	6.7 	3.8 	5.4 
